0	0.00	0.00	0.00	0.00	0.00	8.94	8.94	8.96	8.96	9.00	2.00	2.00	2.00	2.00	2.00
5	0.32	0.51	0.60	0.73	0.81	5.49	7.03	7.41	7.61	7.99	1.84	2.26	2.38	2.44	2.55
10	0.12	0.36	0.41	0.50	0.74	5.39	6.79	7.24	7.71	8.33	2.07	2.40	2.48	2.60	2.92
15	0.04	0.25	0.33	0.43	0.59	5.62	6.82	7.13	7.67	8.45	2.34	2.48	2.64	2.79	3.21
20	0.00	0.20	0.28	0.44	0.80	5.67	7.19	7.42	7.96	8.96	2.41	2.61	2.65	2.76	4.00
25	0.04	0.21	0.30	0.42	0.71	5.64	7.16	7.47	7.88	8.32	2.48	2.60	2.68	2.87	3.26
30	0.08	0.20	0.25	0.33	0.68	6.14	6.76	7.18	7.70	8.81	2.33	2.62	2.76	2.87	3.27
35	0.00	0.17	0.24	0.38	0.78	5.65	7.07	7.47	7.78	8.83	2.35	2.62	2.76	3.00	3.32
40	0.00	0.08	0.24	0.35	0.86	5.87	7.18	7.52	7.86	8.25	2.37	2.63	2.88	3.17	3.50
45	0.00	0.08	0.17	0.28	0.53	6.74	7.29	7.72	8.38	8.94	2.51	2.70	2.99	3.21	3.50
50	0.00	0.13	0.19	0.32	0.67	5.91	7.16	7.76	8.23	8.83	2.46	2.72	2.87	3.11	4.23
55	0.02	0.14	0.25	0.33	0.57	6.64	7.29	7.80	8.17	8.98	2.28	2.75	2.87	3.00	3.67
60	0.00	0.12	0.26	0.35	0.61	6.75	7.26	7.72	8.08	8.87	2.39	2.81	2.94	3.11	3.50
65	0.00	0.02	0.13	0.21	0.42	6.08	7.55	8.21	8.57	9.00	2.49	2.86	3.01	3.27	4.00
70	0.00	0.00	0.16	0.30	0.57	6.47	7.69	8.17	8.67	9.00	2.52	2.93	3.22	3.43	4.00
75	0.00	0.08	0.17	0.24	0.56	6.62	7.05	8.03	8.84	9.00	2.47	2.87	3.17	3.39	4.00
80	0.00	0.08	0.16	0.25	0.40	6.25	7.01	8.08	8.48	9.00	2.45	2.90	3.19	3.43	4.00
85	0.00	0.02	0.11	0.21	0.44	6.96	7.64	8.35	8.83	8.98	2.29	2.99	3.29	3.46	4.00
90	0.00	0.00	0.08	0.17	0.38	6.54	7.82	8.80	8.98	9.00	2.60	2.89	3.33	4.00	4.00
95	0.00	0.00	0.00	0.08	0.29	5.87	8.46	8.96	8.98	9.00	2.20	3.36	4.00	4.00	4.00
100	0.00	0.00	0.00	0.00	0.00	8.96	8.96	8.96	8.98	9.00	4.00	4.00	4.00	4.00	4.00

